,Unnamed: 0,Unnamed: 0.1,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,cluster
18105,18105,26791,zpe29s7k,,Medline,Endoscopic-assisted laparoscopic resection for gastric subepithelial tumors.,10.1007/s00464-015-4183-0,,25860952.0,unk,background laparoscopic resection considered treatment choice gastric subepithelial tumor occasionally necessary perform intraoperative gastroscopy localize lesion data literature addressing factor predict combined laparoscopicendoscopic approach needed method retrospective cohort study using prospectively collected database conducted january december patient undergoing laparoscopic gastric resection subepithelial tumor irresectable endoscopy reviewed potential predictive factor need intraoperative endoscopy analyzed result thirtyeight consecutive patient men woman mean age year underwent laparoscopic gastric resection subepithelial tumor fourteen patient required intraoperative endoscopic assessment significant factor related need endoscopic assessment surgery tumor growth pattern p size p conclusion accurate description tumor growth pattern size eu recommended preoperative assessment gastric subepithelial tumor small tumor ≤ mm intraluminal growth may need combined endoscopicassisted laparoscopic management,2016,"Dávila, Jaime Sampson; Momblán, Dulce; Ginès, Àngels; Sánchez-Montes, Cristina; Araujo, Isis; Saavedra-Pérez, David; Lacy, Antonio M; Fernández-Esparrach, Gloria",Surgical endoscopy,,,,,,https://doi.org/10.1007/s00464-015-4183-0; https://www.ncbi.nlm.nih.gov/pubmed/25860952/,1786808.0,12
18110,18110,26796,rwzd5mda,,Medline,Papilloma and sebaceous gland hyperplasia of the lacrimal caruncle: a case report.,10.2147/imcrj.s162528,,29731668.0,unk,objective report case coincidence sebaceous gland hyperplasia papilloma detection human papillomavirus apical portion situ hybridization case presentation yearold man noted discomfort inner canthus left eye blinked tumor lacrimal caruncle identified resected base tumor smooth surface whitish addition navellike structure seen finding strongly suggested sebaceous gland hyperplasia lacrimal caruncle apical portion tumor papillomatous lesion histological examination resected tumor led diagnosis sebaceous gland hyperplasia human papillomavirus detected apical portion situ hybridization based result final diagnosis sebaceous gland hyperplasia papilloma recurrence either tumor observed year postoperatively conclusion might first report case coincidence sebaceous gland hyperplasia papilloma even though association two lesion unclear including developed first,2018,"Miura-Karasawa, Maria; Toshida, Hiroshi; Ohta, Toshihiko; Murakami, Akira",International medical case reports journal,,,,,,https://doi.org/10.2147/imcrj.s162528; https://www.ncbi.nlm.nih.gov/pubmed/29731668/,13681679.0,12
18165,18165,26862,ukx3k2uj,,Medline,Short term treatment results of local ablation with water-cooled microwave antenna for liver cancer: Comparison with radiofrequency ablation.,10.3892/mco.2020.1983,,32064099.0,unk,aim present study evaluate efficacy safety newgeneration percutaneous microwave ablation mwa compared radiofrequency ablation rfa system treatment hepatocellular carcinoma hcc retrospective study conducted january february total patient nodule mean tumor size ± mm treated mwa patient nodule mean tumor size ± mm treated rfa day treatment direct effect ablation assessed using dynamic ct discharge followup dynamic ct scan performed every month treatment efficacy complication local recurrence recorded mwa rfa average number ct session ± ± respectively mean ablation time ± ± min following mwa rfa ablation range evaluated axial image ± ± mm respectively longaxis diameter ± ± mm respectively shortaxis diameter flatness ratio ablation region ± ± axial image ± ± coronal image respectively rate complete tumor necrosis comparable complication rate mwa rfa significantly different cumulative local recurrence rate significantly different two method oneyear recurrence rate mwa rfa mwa therefore indicated effective treatment hcc respect session number treatment time spherical ablation,2020-03-01,"Suwa, Kanehiko; Seki, Toshihito; Tsuda, Rinako; Yamashina, Masao; Murata, Miki; Yamaguchi, Takashi; Nishio, Akiyoshi; Okazaki, Kazuichi",Molecular and clinical oncology,,,,,,https://doi.org/10.3892/mco.2020.1983; https://www.ncbi.nlm.nih.gov/pubmed/32064099/,211121328.0,12
18223,18223,26932,30shsg5u,,Medline,SSTR-Mediated Imaging in Breast Cancer: Is There a Role for Radiolabeled Somatostatin Receptor Antagonists?,10.2967/jnumed.116.189035,,28450563.0,unk,recent study shown enhanced tumor targeting novel somatostatin receptor sstr antagonist compared clinically widely used agonist however result obtained mostly neuroendocrine tumor limited data available cancer type lower sstr expression including breast cancer bc date two study reported higher binding antagonist agonist bc study limited number case evaluated preclinical study investigated whether application sstr antagonist improve sstrmediated bc imaging large panel bc specimen also generated vivo bc mouse model performed spectmri biodistribution study method binding indotatyroctreotate sstr agonist indotajr sstr antagonist human bc specimen compared using vitro autoradiography sstr immunostaining performed confirm sstr expression tumor cell furthermore binding radiolabeled sstr agonist antagonist analyzed tissue material patientderived xenograft one patientderived xenograft estrogen receptorpositive model chosen generate vivo mouse model containing orthotopic breast tumor vivo spectmri biodistribution study injection ludotatyroctreotate ludotajr resultsindotajr binding human bc tissue significantly higher indotatyroctreotate binding p median ratio antagonist binding versus agonist binding interquartile range sstr immunostaining confirmed sstr expression tumor cell spectmri mouse model found better tumor visualization antagonist result line significantly higher tumor uptake radiolabeled antagonist agonist measured biodistribution study min radiotracer injection percentage injected dose per gram tissue ± v ± p conclusion sstr antagonist promising candidate bc imaging,2017,"Dalm, Simone U; Haeck, Joost; Doeswijk, Gabriela N; de Blois, Erik; de Jong, Marion; van Deurzen, Carolien H M","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",,,,,,https://doi.org/10.2967/jnumed.116.189035; https://www.ncbi.nlm.nih.gov/pubmed/28450563/,25154169.0,12
18226,18226,26936,5gqwddwv,,Medline,Meningioma embolization with the pressure cooker technique using Squid 12.,10.1177/1591019917707328,,28549393.0,unk,background preoperative meningioma embolization may performed microparticles liquid embolic agent pressure cooker technique pct recently described embolization brain arteriovenous malformation avms case present case yearold woman large frontal interhemispheric meningioma successfully preoperatively embolized pct using squid new ethylvinyl alcohol copolymer embolic agent pct present considerable advantage relative conventional embolization technique deeper faster tumor penetration embolization tumor difficult vascular access retrograde feeling pial afferent may achieved conclusion use pct squid may potentially increase effectiveness meningioma embolization increase tumor devascularization improve outcome surgical resection,2017,"Szatmáry, Zoltán; Hillman, Jan; Finitsis, Stephanos","Interventional neuroradiology : journal of peritherapeutic neuroradiology, surgical procedures and related neurosciences",,,,,,https://doi.org/10.1177/1591019917707328; https://www.ncbi.nlm.nih.gov/pubmed/28549393/,5312214.0,12
18234,18234,26946,zj1c2tcd,,Medline,Our technique of preceding diaphragm resection and partial mobilization of the hepatic right lobe using a vessel sealing device (LigaSure™) for huge hepatic tumors with diaphragm invasion.,10.1007/s00595-016-1306-8,,26787542.0,unk,describe ass technique preceding diaphragm resection partial mobilization hepatic right lobe treat huge hepatic tumor diaphragm invasion right hepatic artery portal vein divided hepatic hilum mesentery dissected vessel sealing device ligasure impact™ invaded diaphragm dissected roundly using vessel sealing device right lobe partially mobilized soft catheter passed along anterior aspect retrohepatic inferior vena cava liver parenchyma dissected via liver hanging maneuver performed eight hepatectomies using technique median blood loss ml mean excised liver weight g result demonstrate safety efficiency preceding diaphragm resection partial mobilization technique using vessel sealing device right hepatectomy resect large tumor diaphragm invasion,2016,"Wakayama, Kenji; Kamiyama, Toshiya; Yokoo, Hideki; Kakisaka, Tatsuhiko; Orimo, Tatsuya; Shimada, Shingo; Tsuruga, Yosuke; Kamachi, Hirofumi; Taketomi, Akinobu",Surgery today,,,,,,https://doi.org/10.1007/s00595-016-1306-8; https://www.ncbi.nlm.nih.gov/pubmed/26787542/,29251941.0,12
18277,18277,26993,qb2ir6c0,,Medline,68Ga DOTATATE PET/CT of Non-FDG-Avid Pulmonary Metastatic Hemangiopericytoma.,10.1097/rlu.0000000000001313,,27454598.0,unk,present fdg ga dotatate petct finding yearold woman pulmonary metastasis year initial diagnosis central nervous system hemangiopericytoma largest pulmonary lesion showed prominent ga dotatate uptake comparatively minimal fdg avidity hemangiopericytoma rare mesenchymal tumor arises malignant pericytes cell form wall capillary postcapillary venule case demonstrates potential radiolabeled somatostatin analog therapeutic option setting widespread metastatic disease,2016,"Hung, Te-Jui; Macdonald, William; Muir, Tracey; Celliers, Liesl; Al-Ogaili, Zeyad",Clinical nuclear medicine,,,,,,https://doi.org/10.1097/rlu.0000000000001313; https://www.ncbi.nlm.nih.gov/pubmed/27454598/,206018506.0,12
18318,18318,27042,k8b6tv27,,Medline,Pulmonary thermal ablation in patients with prior pneumonectomy.,10.2214/ajr.10.5154,,21512052.0,unk,objective purpose article review safety efficacy thermal ablation lung malignancy pneumonectomy material method reviewed patient underwent thermal ablation malignant lung tumor pneumonectomy patient demographic complication procedural success oncologic outcome recorded technique effectiveness evaluated imaging week ablation kaplanmeier method used evaluate overall survival cumulative incidence competing risk method used account progressionfree tumor time patient death result lung ablation performed treat tumor nine primary four metastatic patient single lung median tumor size cm range cm technical success documented case technical effectiveness documented patient local tumor progression occurred five lesion within median month range month ablation treated repeat ablation four lesion complication included six pneumothoraces requiring thoracostomy death occurred within day three ablation session median time primary local tumor progression month ci month reached median time assisted repeat ablation local tumor progression month ci reached median overall survival month ci month excluding two early death complicating initial ablation procedure median overall survival month conclusion thermal ablation offer local tumor control pneumonectomy despite relatively high postprocedure clinical risk,2011,"Sofocleous, Constantinos T; May, Benjamin; Petre, Elena N; Gonen, Mithat; Thornton, Raymond H; Alago, William; Rizk, Nabil P; Dupuy, Damian E; Solomon, Stephen B",AJR. American journal of roentgenology,,,,,,https://doi.org/10.2214/ajr.10.5154; https://www.ncbi.nlm.nih.gov/pubmed/21512052/,207323527.0,12
18323,18323,27048,w491px9x,,Medline,Creation of a tumor-mimic model using a muscle paste for radiofrequency ablation of the lung.,10.1007/s00270-008-9463-9,,19002525.0,unk,purpose study develop easily created tumormimic model evaluate efficacy radiofrequency ablation rfa lung bilateral lung eight living adult swine used tumormimic model made percutaneous injection ml muscle paste bone biopsy needle lung rfa probe inserted tumor mimic immediately tumor creation ablation time tissue impedance temperature recorded tumor mimic coagulated region evaluated microscopically macroscopically muscle paste easily injected lung parenchyma bone biopsy needle well visualized fluoroscopy site tumor mimic oval shaped localized homogeneous gross specimen ten tumor mimic successfully ablated four location ablated normal lung parenchyma control tumor normal lung parenchyma ablation time min respectively tissue impedance start ablation omega respectively temperature end ablation degree c respectively mean size tumor mimic x mm coagulated area x mm lung parenchyma coagulated area x mm conclusion tumormimic model using muscle paste easily safely created ablated using ablation algorithm clinical setting,2009,"Kawai, T; Kaminou, T; Sugiura, K; Hashimoto, M; Ohuchi, Y; Adachi, A; Fujioka, S; Ito, H; Nakamura, K; Ogawa, T",Cardiovascular and interventional radiology,,,,,,https://doi.org/10.1007/s00270-008-9463-9; https://www.ncbi.nlm.nih.gov/pubmed/19002525/,20437369.0,12
18450,18450,27191,sw601q1y,,Medline,Laparoscopic adnexectomy of suspect ovarian masses: surgical technique used to avert spillage.,10.1016/j.jmig.2011.02.008,,21545961.0,unk,herein described evaluated safe laparoscopic adnexectomy technique retroperitoneal dissection suspect ovarian mass including underlying peritoneum fixed ovary adopting technique case suspect adnexal mass enables reduction spilling ensures intact specimen twentytwo consecutive patient suspect adnexal mass cm smaller underwent laparoscopic adnexectomy patient bilateral suspect ovarian mass required bilateral adnexectomy enrolled longer childbearing age laparoscopy feasible patient tumor spillage occurred patient minilaparotomy required extract specimen mean sd operating time minute estimated blood loss ml major intraoperative complication occurred median range postoperative stay day definitive pathologic analysis revealed benign pathologic condition patient ovarian tumor low malignant potential patient ovarian cancer patient finding frozensection analysis inconclusive median range followup malignant ovarian tumor tumor low malignant potential month recurrence portsite metastasis developed followup data encouraging adoption technique avert spillage laparoscopic management suspect adnexal mass especially firmly adherent peritoneum however procedure must validated larger series patient standardize technique,2011,"Perutelli, Alessandra; Garibaldi, Silvia; Basile, Stefano; Baldacci, Chiara; Gargini, Antonio; Domenici, Lavinia; Salerno, Maria Giovanna",Journal of minimally invasive gynecology,,,,,,https://doi.org/10.1016/j.jmig.2011.02.008; https://www.ncbi.nlm.nih.gov/pubmed/21545961/,5375543.0,12
18453,18453,27195,vcwhsm16,,Medline,Novel treatment options in stage I non-small-cell lung cancer.,10.1586/14737140.2014.929500,,24930519.0,unk,last year current management stage nonsmallcell lung cancer challenged due novel surgical approach advance radiation technology outcome sublobar resection promising especially tumor le cm treatment opportunity available high risk patient comorbidity impaired pulmonary function stereotactic ablative body radiotherapy good alternative treatment surgery especially elderly comorbid patient however randomized evidence comparing sublobar resection stereotactic radiotherapy presently lacking recent development radiotherapy hadron therapy presumed reduced toxicity peculiar physical biological effect promising thermal microwave ablative technique development specific niche indication,2014,"Tarasevych, Svitlana; Lauwers, Patrick; Vandaele, Frederik; van Meerbeeck, Jan P",Expert review of anticancer therapy,,,,,,https://doi.org/10.1586/14737140.2014.929500; https://www.ncbi.nlm.nih.gov/pubmed/24930519/,207188390.0,12
18623,18623,27388,8pihqdcd,,Medline,Magnetic resonance-based visualization of thermal ablative margins around hepatic tumors by means of systemic ferucarbotran administration before radiofrequency ablation: animal study to reveal the connection between excess iron deposition and T2*-weighted hypointensity in ablative margins.,10.1097/rli.0000000000000137,,25695671.0,unk,objective objective study demonstrate experimentally radiofrequency ablation rfa ferucarbotranaccumulated healthy liver tissue cause excess iron deposition ablated liver tissue postablation day produce sustained tweighted low signal indicative ablative margin surrounding hepatic tumor material method conducted experiment using rat experiment administered either ferucarbotran n saline n acquired tweighted image twis liver using magnetic resonance scanner subsequently performed rfa healthy liver lobe acquired followup twis day histologically analyzed liver specimen another rat performed sham operation instead rfa ferucarbotranaccumulated liver lobe followed image acquisition histological analysis experiment administered felabeled ferucarbotran subsequently performed either rfa n sham operation n liver acquired autoradiograms liver specimen day experiment conducted rfa treatment rat bearing orthotopic hepatic tumor ferucarbotran administration monitored tumor growth using serial twis result day experiment twis rat systemic ferucarbotran administration subsequent hepatic rfa showed lowsignal region indicative ablated liver tissue whereas highsignal area seen salineadministered rat neither high low signal area detected shamoperated rat histologically larger amount iron observed rfainduced necrotic liver tissue ferucarbotranadministered rat salineadministeredrats fe autoradiography rat experiment revealed accumulation ferucarbotranderived iron necrotic liver tissue among hepatic tumor grown rat experiment total tumor stable size increased markedly day retrospectively twis showed former tumor site surrounded completely lowsignal area day conclusion rfa ferucarbotranaccumulated healthy liver tissue rat caused excess iron deposition ablated liver tissue produced sustained tweighted hypointense region similar hypointense region surrounding hepatic tumor indicative ablative margin,2015,"Nagai, Michiko; Yamaguchi, Masayuki; Mori, Kensaku; Furuta, Toshihiro; Ashino, Hiroki; Kurosawa, Hiroyuki; Kasahara, Hiroyuki; Minami, Manabu; Fujii, Hirofumi",Investigative radiology,,,,,,https://doi.org/10.1097/rli.0000000000000137; https://www.ncbi.nlm.nih.gov/pubmed/25695671/,20119525.0,12
18704,18704,27484,2nlqvd5v,,Medline,Pneumoretroperitoneum and Sepsis After Transanal Endoscopic Resection of a Rectal Lateral Spreading Tumor.,10.3393/ac.2017.33.3.115,,28761873.0,unk,transanal endoscopic microsurgery considered safe appropriate minimally invasive approach complication endoscopic microsurgery rare report case sepsis pneumoretroperitoneum resection rectal lateral spreading tumor patient presented rectal mucous discharge colonoscopy revealed rectal lateral spreading tumor patient underwent endoscopic transanal resection lesion presented sepsis abdominal focus imaging test revealed pneumoretroperitoneum new surgical intervention performed loop colostomy despite existence report pneumoretroperitoneum transanal endoscopic microsurgery draw attention case association sepsis,2017,"Martins, Bruno Augusto Alves; Coura, Marcelo de Melo Andrade; de Almeida, Romulo Medeiros; Moreira, Natascha Mourão; de Sousa, João Batista; de Oliveira, Paulo Gonçalves",Annals of coloproctology,,,,,,https://doi.org/10.3393/ac.2017.33.3.115; https://www.ncbi.nlm.nih.gov/pubmed/28761873/,26264972.0,12
18764,18764,27554,e8f2lijk,,Medline,Robotic distal pancreatectomy combined with celiac axis resection.,10.21037/jovs.2017.08.18,,29302421.0,unk,subset pancreatic body tail cancer present locally advanced disease due involvement celiac axis previously considered unresectable tumor may extirpated distal pancreatectomy en bloc resection celiac trunk carefully selected patient setting multimodality treatment resection yield survival similar resectable borderline resectable lesion robotic surgery shown safe feasible complex pancreatic resection article summarizes patient selection criterion operative approach robotic distal pancreatectomy celiac axis resection dpcar locally advanced body tail tumor pancreas,2017,"Greer, Jonathan; Zureikat, Amer H",Journal of visualized surgery,,,,,,https://doi.org/10.21037/jovs.2017.08.18; https://www.ncbi.nlm.nih.gov/pubmed/29302421/,23128619.0,12
18854,18854,27662,q7v6vp5u,,Medline,"Neuroendocrine tumors of the bronchopulmonary system (typical and atypical carcinoid tumors): current strategies in diagnosis and treatment. Conclusions of an expert meeting February 2011 in Weimar, Germany.",10.1159/000362430,,24853787.0,unk,neuroendocrine tumor net syn carcinoid tumor highly moderately differentiated neoplasm comprise large variety rare heterogeneous tumor estimated incidence year arise virtually every internal organ mainly occur gastroenteropancreatic bronchopulmonary system around net localized bronchopulmonary system approximately lung tumor net according world health organization classification lung tumor bronchopulmonary net subdivided typical carcinoid tc atypical carcinoid ac parameter highest impact net behavior prognosis histological classification staging according tumornodemetastasis tnm system diagnosis net established histological examination immunohistochemical detection general neuroendocrine marker chromogranin cga synaptophysin serum marker use functional imaging technique important additive tool establish diagnosis net curative option lung net complete surgical resection beyond currently available interdisciplinary therapeutic option local ablation biotherapy somatostatin analogue chemotherapy new therapeutic option peptide receptor radionuclide therapy prrt molecularly targeted therapy achieve promising result evaluation report consensus summary interdisciplinary symposium neuroendocrine tumor lung gastroenteropancreatic system gep net expert dialogue held february weimar germany conference panel german expert shared knowledge exchanged thought research diagnosis clinical management net whereby special attention paid net respiratory tract,2014,"Hörsch, Dieter; Schmid, Kurt W; Anlauf, Martin; Darwiche, Kaid; Denecke, Tim; Baum, Richard P; Spitzweg, Christine; Grohé, Christian; Presselt, Norbert; Stremmel, Christian; Heigener, David F; Serke, Monika; Kegel, Thomas; Pavel, Marianne; Waller, Cornelius F; Deppermann, Karl-Matthias; Arnold, Rudolf; Huber, Rudolf M; Weber, Matthias M; Hoffmann, Hans",Oncology research and treatment,,,,,,https://doi.org/10.1159/000362430; https://www.ncbi.nlm.nih.gov/pubmed/24853787/,19170531.0,12
18869,18869,27677,gzznisrf,,Medline,Chemotherapy response monitoring of colorectal liver metastases by dynamic Gd-DTPA-enhanced MRI perfusion parameters and 18F-FDG PET metabolic rate.,10.2967/jnumed.109.064790,,19837750.0,unk,unlabelled study examined vivo relationship functional tumor vasculature determined dynamic contrastenhanced dce mri tumor metabolism determined dynamic ffdg pet cytotoxic treatment patient colorectal liver metastasis method twentythree patient underwent dcemri using gadolinium dimeglumine dynamic ffdg pet baseline treatment cycle unless treatment terminated toxicity parameter vasculature rate constant extravascular extracellular space blood plasma kep volume transfer constant ktrans extracellular space tumor size maximal axial diameter included lesion mad metabolism glucose metabolic rate mrglc derived change treatment correlated overall survival o progressionfree survival pfs served outcome measure predictive ability pretreatment parameter treatmentrelated parameter change result pretreatment mrglc mad individually predictive o pfs treatment ktrans increased significantly increase could confirmed lesionbylesion analysis mrglc decreased significantly p correlation found change dcemri parameter deltamrglc relationship found change dcemri parameter o pfs deltamrglc able predict o p correction confounders conclusion efficacy cytotoxic chemotherapy assessed reduction tumor metabolism depend pretreatment property tumor vasculature determined dcemri cytotoxic chemotherapy alter dcemriderived property tumor vasculature decrease glucose consumption tumor cell,2009,"Vriens, Dennis; van Laarhoven, Hanneke W M; van Asten, Jack J A; Krabbe, Paul F M; Visser, Eric P; Heerschap, Arend; Punt, Cornelis J A; de Geus-Oei, Lioe-Fee; Oyen, Wim J G","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",,,,,,https://doi.org/10.2967/jnumed.109.064790; https://www.ncbi.nlm.nih.gov/pubmed/19837750/,5897616.0,12
18880,18880,27690,tekb73ur,,Medline,Stromal prostatic sarcoma: a rare tumor with rare clinical and imaging presentation.,10.3941/jrcr.v7i7.1177,,24421945.0,unk,adult prostatic stromal sarcoma rare malignant tumor main presenting symptom urinary retention secondary bladder outlet obstruction prostatic specific antigen level normal imaging feature show prostate mass without pelvic organ invasion depending aggressiveness tumor present patient prostatic stromal sarcoma debuted urinary obstruction leukocytosis neutrophilia prostate enlargement hypodense prostate area ct image simulating prostatitis abscess formation,2013,"Rojas-Jiménez, Anamaría; Otero-Garcia, Milagros; Mateos-Martin, Alejandro",Journal of radiology case reports,,,,,,https://doi.org/10.3941/jrcr.v7i7.1177; https://www.ncbi.nlm.nih.gov/pubmed/24421945/,16138410.0,12
18911,18911,27726,i8h0422g,,Medline,Effect of one-off complete tumor radiofrequency ablation on liver function and postoperative complication in small hepatocellular carcinoma.,10.1016/j.ejso.2013.12.004,,24387942.0,unk,objective radiofrequency ablation rfa effective treating hepatocellular carcinoma hcc le invasive surgical resection however oneoff complete tumor ablation liver function reported method retrospectively reviewed hccs met criterion oneoff complete tumor ablation tumor completed covered ablated zone confirmed postoperative enhanced ct single rfa sign recurrence least month categorized tumor two group near vascular tumor nvt distance le mm far vascular tumor fvt otherwise result thirteen hccs met criterion nvts hccs met fvts average tumor size ± cm fvts ± cm nvts although restored normal range postoperative day pod alt ast total bilirubin tb albumin prothrombin time showed significant fluctuation nvts compared fvts pod pod moreover patient nvt group fvt group developed postrfa transient ascites ci incidence postrfa pleural effusion nvt fvts ci conclusion oneoff complete tumor ablation may impair liver function led postoperative complication tumor within mm away large blood vessel ≥ mm particular caution made preoperative assessment anatomic relation tumor large blood vessel patient,2014,"Jiang, K; Dong, J; Zhang, W; Liu, Y; Su, M; Zhao, X; Wang, J; Yao, M; Huang, Z",European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology,,,,,,https://doi.org/10.1016/j.ejso.2013.12.004; https://www.ncbi.nlm.nih.gov/pubmed/24387942/,19134475.0,12
18963,18963,27782,2pwlhikf,,Medline,Hyper-vascular giant cavernous malformation in a child: a case report and review.,10.1007/s00381-016-3234-8,,27585994.0,unk,introduction giant cavernous malformation gcm child rare vascular anomaly natural history unclear despite giant size intraparenchymal gcms lowflow vascular malformation herein report case hypervascular intraparenchymal gcm av shunt child case yearold boy enlarged head since infancy magnetic resonance mr image admission showed strikingly enhanced mass lesion cm size vessel cag demonstrated hypervascular mass av shunt transarterial embolization patient underwent total excision mass tumor bled easily surgery patient lost cm blood histopathological examination confirmed diagnosis cavernous hemangioma conclusion differential diagnosis intraparenchymal strikinglyenhanced tumor av shunt include hypervascular gcms consideration potential bleeding operation also important,2017,"Hirata, Koji; Ihara, Satoshi; Sato, Masayuki; Matsumaru, Yuji; Yamamoto, Tetsuya",Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,,,,,,https://doi.org/10.1007/s00381-016-3234-8; https://www.ncbi.nlm.nih.gov/pubmed/27585994/,19839859.0,12
19014,19014,27845,zm9dmt3m,,Medline,Laparoscopic microwave thermosphere ablation of malignant liver tumors: An analysis of 53 cases.,10.1002/jso.24127,,26659827.0,unk,background objective microwave thermosphere ablation mta new technology designed create spherical zone ablation using single antenna aim study ass result mta large series patient method prospective study assessing use mta patient malignant liver tumor procedure done mostly laparoscopically ablation zone created assessed completeness tumor response spherical geometry recurrence triphasic ct scan done followup result total patient average tumor measuring cm ablation performed laparoscopically eight patient morbidity n mortality zero postoperative scan tumor destruction roundness index b transverse respectively median followup month incomplete ablation seen lesion treated local tumor recurrence lesion conclusion result series confirm safety feasibility mta technology rate complete tumor ablation low rate local recurrence shortterm follow promising,2016,"Zaidi, Nisar; Okoh, Alexis; Yigitbas, Hakan; Yazici, Pinar; Ali, Noaman; Berber, Eren",Journal of surgical oncology,,,,,,https://doi.org/10.1002/jso.24127; https://www.ncbi.nlm.nih.gov/pubmed/26659827/,1453517.0,12
19057,19057,27890,h1s3dlgg,,Medline,Image-based monitoring of magnetic resonance-guided thermoablative therapies for liver tumors.,10.1007/s00270-011-0227-6,,21785888.0,unk,minimally invasive treatment option liver tumor therapy increasingly used last decade benefit proven primary inoperable secondary liver tumor among radiofrequency ablation gained widespread consideration optimal imageguidance offer precise anatomical information help position interventional device allows differentiation alreadytreated remaining tumor tissue patient safety complete ablation entire tumor overriding objective tumor ablation may achieved elegantly magnetic resonance mrguided therapy monitoring performed based precise softtissue imaging additional component diffusionweighted imaging temperature mapping new mr scanner type newly developed sequence technique enabled mrguided intervention move beyond experimental phase article review current role mr imaging guiding radiofrequency ablation signal characteristic primary secondary liver tumor identified signal alteration therapy described diffusionweighted imaging dwi temperature mapping special component mr therapy monitoring introduced practical information concerning coil sequence selection parameter well sequence gating given addition source artifact identified technique decrease introduced characteristic sign residual tumor dwi described hope enable reader choose mr sequence allow optimal therapy monitoring depending initial signal characteristic tumor well size location liver,2012,"Rempp, Hansjörg; Clasen, Stephan; Pereira, Philippe L",Cardiovascular and interventional radiology,,,,,,https://doi.org/10.1007/s00270-011-0227-6; https://www.ncbi.nlm.nih.gov/pubmed/21785888/,21492422.0,12
19066,19066,27901,18oed4e1,,Medline,Increase of mtDNA number and its mutant copies in rat brain after exposure to 150 MeV protons.,10.1007/s11033-020-05491-7,,32388700.0,unk,proton beam therapy widely used treating brain tumor despite efficacy treatment use therapy met limitation associated possible damage normal brain tissue located beyond tumor site context exploration harmful effect proton normal brain tissue particular interest investigated change total mitochondrial dna mtdna copy number identified mtdna mutant copy three brain region hippocampus cortex cerebellum rat irradiation wholehead mev proton dos gy study performed month old male spraque dawley rat n group mtdna copy number determined realtime pcr level mtdna heteroplasmy estimated using surveyor nuclease technology result show head exposure proton level mtdna copy number three rat brain region increase significantly level mtdna mutant copy increase significant elevation observed hippocampus conclusion increase mtdna mutant copy may contribute mitochondrial dysfunction accompanied increased oxidative stress different brain region promote development neurodegenerative disease induction carcinogenesis,2020-05-09,"Abdullaev, Serazhutdin; Bulanova, Tatiana; Timoshenko, Gennady; Gaziev, Azhub I",Molecular biology reports,,,,,,https://doi.org/10.1007/s11033-020-05491-7; https://www.ncbi.nlm.nih.gov/pubmed/32388700/,218562107.0,12
19089,19089,27929,pbm8ysxr,,Medline,The effect of mannitol on intraoperative brain relaxation in patients undergoing supratentorial tumor surgery: study protocol for a randomized controlled trial.,10.1186/1745-6215-15-165,,24884731.0,unk,background risk brain swelling dural opening high patient midline shift undergoing supratentorial tumor surgery brain swelling may result increased intracranial pressure impeded tumor exposure adverse outcome mannitol recommended firstline dehydration treatment reduce brain edema enable brain relaxation neurosurgery research indicated mannitol enhanced brain relaxation patient undergoing supratentorial tumor surgery however result need confirmation optimal mannitol dose yet established propose examine whether different dos mannitol improve brain relaxation dosedependent manner administered time incision examine patient preexisting mass effect midline shift undergoing elective supratentorial brain tumor surgery method singlecenter randomized controlled parallel group trial carried beijing tiantan hospital capital medical university randomization achieved using computergenerated table study include patient undergoing supratentorial tumor surgery whose preoperative computed tomographymagnetic resonance imaging result indicate brain midline shift patient group group b group c receive dehydration treatment incision mannitol solution gkg respectively rate mlh patient control group receive mannitol primary outcome improvement intraoperative brain relaxation dura tension dehydration mannitol secondary outcome postoperative outcome incidence mannitol side effect discussion aim study determine optimal dose mannitol intraoperative infusion examine brain relaxation outcome patient undergoing supratentorial tumor surgery result positive study indicate optimal dose mannitol improve brain relaxation avoid side effect brain tumor surgery trial registration study registered registry website httpwwwchictrorg registration number chictrtrc december,2014,"Peng, Yuming; Liu, Xiaoyuan; Wang, Aidong; Han, Ruquan",Trials,,,,,,https://doi.org/10.1186/1745-6215-15-165; https://www.ncbi.nlm.nih.gov/pubmed/24884731/,16138413.0,12
